,name,make,model,type,year,price,engine,cylinders,fuel,mileage,transmission,trim,body,doors,exterior_color,interior_color,drivetrain,price_log
680,2024 Jeep Grand Cherokee L Limited,Jeep,Grand Cherokee L,New,2024,54641.0,24V MPFI DOHC,6.0,Gasoline,23.0,8-Speed Automatic,Limited,SUV,4.0,Diamond Black,Beige / Black,Rear-wheel Drive,10.90853979568774
125,2024 Jeep Grand Cherokee 4xe 4x4,Jeep,Grand Cherokee 4xe,New,2024,58235.0,"gasoline direct injection, DOHC, intercooled turbo, premi",4.0,Gasoline,3.0,Automatic,4x4,SUV,4.0,Midnight Sky,Global Black,Four-wheel Drive,10.972241827536752
144,2024 Jeep Grand Cherokee 4xe Anniversary Edition,Jeep,Grand Cherokee 4xe,New,2024,61506.0,"gasoline direct injection, DOHC, intercooled turbo, premi",4.0,Gasoline,3.0,Automatic,Anniversary Edition,SUV,4.0,Silver Zynith,Global Black,Four-wheel Drive,11.026890010011456
258,2024 Jeep Grand Cherokee 4xe Trailhawk,Jeep,Grand Cherokee 4xe,New,2024,58909.0,"gasoline direct injection, DOHC, intercooled turbo, premi",4.0,Gasoline,34.0,Automatic,Trailhawk,SUV,4.0,Silver Zynith,Global Black,Four-wheel Drive,10.983749159324974
355,2024 Jeep Grand Cherokee 4xe 4x4,Jeep,Grand Cherokee 4xe,New,2024,59116.0,"gasoline direct injection, DOHC, intercooled turbo, premi",4.0,Gasoline,3.0,Automatic,4x4,SUV,4.0,Diamond Black Crystal Pearlcoat,Global Black,Four-wheel Drive,10.987256894334463
462,2024 Jeep Grand Cherokee 4xe Anniversary Edition,Jeep,Grand Cherokee 4xe,New,2024,61506.0,"gasoline direct injection, DOHC, intercooled turbo, premi",4.0,Gasoline,3.0,Automatic,Anniversary Edition,SUV,4.0,Diamond Black Crystal Pearlcoat,Global Black,Four-wheel Drive,11.026890010011456
889,2024 Jeep Grand Cherokee 4xe Base,Jeep,Grand Cherokee 4xe,New,2024,49285.0,"gasoline direct injection, DOHC, intercooled turbo, premi",4.0,Gasoline,15.0,8-Speed Automatic,Base,SUV,4.0,Bright White Clearcoat,Global Black,Four-wheel Drive,10.805375054099539
945,2024 Jeep Grand Cherokee 4xe Base,Jeep,Grand Cherokee 4xe,New,2024,49082.0,"gasoline direct injection, DOHC, intercooled turbo, premi",4.0,Gasoline,51.0,8-Speed Automatic,Base,SUV,4.0,Bright White Clearcoat,Wicker Beige/Black,Four-wheel Drive,10.801247647790849
42,2024 Jeep Grand Cherokee 4xe Trailhawk,Jeep,Grand Cherokee 4xe,New,2024,54905.0,16V GDI DOHC Turbo Hybrid,4.0,Hybrid,1.0,8-Speed Automatic,Trailhawk,SUV,4.0,Silver Zynith,Global Black,Four-wheel Drive,10.913359698031813
175,2024 Jeep Grand Cherokee 4xe Trailhawk,Jeep,Grand Cherokee 4xe,New,2024,54910.0,16V GDI DOHC Turbo Hybrid,4.0,Hybrid,10.0,8-Speed Automatic,Trailhawk,SUV,4.0,Bright White Clearcoat,Global Black,Four-wheel Drive,10.913450760272918
274,2024 Jeep Grand Cherokee 4xe Base,Jeep,Grand Cherokee 4xe,New,2024,56119.0,16V GDI DOHC Turbo Hybrid,4.0,Hybrid,10.0,8-Speed Automatic,Base,SUV,4.0,Midnight Sky,Global Black,Four-wheel Drive,10.935229715098265
329,2024 Jeep Grand Cherokee 4xe Base,Jeep,Grand Cherokee 4xe,New,2024,54899.0,16V GDI DOHC Turbo Hybrid,4.0,Hybrid,11.0,8-Speed Automatic,Base,SUV,4.0,Silver Zynith,Global Black,Four-wheel Drive,10.913250412395481
508,2024 Jeep Grand Cherokee 4xe Base,Jeep,Grand Cherokee 4xe,New,2024,54899.0,16V GDI DOHC Turbo Hybrid,4.0,Hybrid,12.0,8-Speed Automatic,Base,SUV,4.0,Baltic Gray,Global Black,Four-wheel Drive,10.913250412395481
547,2024 Jeep Grand Cherokee 4xe Summit,Jeep,Grand Cherokee 4xe,New,2024,69201.0,16V GDI DOHC Turbo Hybrid,4.0,Hybrid,11.0,8-Speed Automatic,Summit,SUV,4.0,Velvet Red Pearlcoat,Tupelo,Four-wheel Drive,11.1447705923684
557,2024 Jeep Grand Cherokee 4xe Trailhawk,Jeep,Grand Cherokee 4xe,New,2024,67784.0,16V GDI DOHC Turbo Hybrid,4.0,Hybrid,35.0,8-Speed Automatic,Trailhawk,SUV,4.0,Diamond Black,Global Black,Four-wheel Drive,11.1240814578783
781,2024 Jeep Grand Cherokee 4xe Base,Jeep,Grand Cherokee 4xe,New,2024,63440.0,16V GDI DOHC Turbo Hybrid,4.0,Hybrid,5.0,8-Speed Automatic,Base,SUV,4.0,Silver Zynith,Global Black,Four-wheel Drive,11.05784985630873
820,2024 Jeep Grand Cherokee 4xe Base,Jeep,Grand Cherokee 4xe,New,2024,56119.0,16V GDI DOHC Turbo Hybrid,4.0,Hybrid,20.0,8-Speed Automatic,Base,SUV,4.0,Midnight Sky,Global Black,Four-wheel Drive,10.935229715098265
827,2024 Jeep Grand Cherokee 4xe Base,Jeep,Grand Cherokee 4xe,New,2024,62255.0,16V GDI DOHC Turbo Hybrid,4.0,Hybrid,26.0,8-Speed Automatic,Base,SUV,4.0,Midnight Sky,Global Black,Four-wheel Drive,11.038994132386513
840,2024 Jeep Grand Cherokee 4xe Base,Jeep,Grand Cherokee 4xe,New,2024,61179.0,16V GDI DOHC Turbo Hybrid,4.0,Hybrid,26.0,8-Speed Automatic,Base,SUV,4.0,Velvet Red Pearlcoat,Global Black,Four-wheel Drive,11.021559272360458
847,2024 Jeep Grand Cherokee 4xe Overland,Jeep,Grand Cherokee 4xe,New,2024,78655.0,16V GDI DOHC Turbo Hybrid,4.0,Hybrid,8.0,8-Speed Automatic,Overland,SUV,4.0,Midnight Sky,Global Black,Four-wheel Drive,11.272826479256604
851,2024 Jeep Grand Cherokee 4xe Trailhawk,Jeep,Grand Cherokee 4xe,New,2024,60884.0,16V GDI DOHC Turbo Hybrid,4.0,Hybrid,2.0,8-Speed Automatic,Trailhawk,SUV,4.0,Midnight Sky,Global Black,Four-wheel Drive,11.016725693399557
892,2024 Jeep Grand Cherokee 4xe Base,Jeep,Grand Cherokee 4xe,New,2024,63440.0,16V GDI DOHC Turbo Hybrid,4.0,Hybrid,5.0,8-Speed Automatic,Base,SUV,4.0,Midnight Sky,Global Black,Four-wheel Drive,11.05784985630873
947,2024 Jeep Grand Cherokee 4xe Base,Jeep,Grand Cherokee 4xe,New,2024,53791.0,16V GDI DOHC Turbo Hybrid,4.0,Hybrid,11.0,8-Speed Automatic,Base,SUV,4.0,Velvet Red Pearlcoat,Global Black,Four-wheel Drive,10.892861445910619
986,2024 Jeep Grand Cherokee 4xe Trailhawk,Jeep,Grand Cherokee 4xe,New,2024,67164.0,16V GDI DOHC Turbo Hybrid,4.0,Hybrid,29.0,8-Speed Automatic,Trailhawk,SUV,4.0,Metallic,Global Black,Four-wheel Drive,11.11489266867936
988,2024 Jeep Grand Cherokee 4xe Overland,Jeep,Grand Cherokee 4xe,New,2024,77314.0,16V GDI DOHC Turbo Hybrid,4.0,Hybrid,6.0,8-Speed Automatic,Overland,SUV,4.0,Midnight Sky,Global Black,Four-wheel Drive,11.255630330725127
989,2024 Jeep Grand Cherokee 4xe Overland,Jeep,Grand Cherokee 4xe,New,2024,70312.0,16V GDI DOHC Turbo Hybrid,4.0,Hybrid,24.0,8-Speed Automatic,Overland,SUV,4.0,Midnight Sky,Global Black,Four-wheel Drive,11.160697760244481
991,2024 Jeep Grand Cherokee 4xe Base,Jeep,Grand Cherokee 4xe,New,2024,62343.0,16V GDI DOHC Turbo Hybrid,4.0,Hybrid,11.0,8-Speed Automatic,Base,SUV,4.0,Bright White Clearcoat,Global Black,Four-wheel Drive,11.040406675358824
9,2024 Jeep Grand Cherokee Altitude,Jeep,Grand Cherokee,New,2024,42773.0,"ar 3.6L V-6 DOHC, variable valve control, regular unleade",6.0,Gasoline,20.0,Automatic,Altitude,SUV,4.0,Silver Zynith,Global Black,Four-wheel Drive,10.66366234138441
13,2024 Jeep Grand Cherokee Altitude,Jeep,Grand Cherokee,New,2024,44022.0,"ar 3.6L V-6 DOHC, variable valve control, regular unleade",6.0,Gasoline,12.0,Automatic,Altitude,SUV,4.0,Baltic Gray Metallic Clearcoat,Global Black,Four-wheel Drive,10.69244478794205
118,2024 Jeep Grand Cherokee Laredo,Jeep,Grand Cherokee,New,2024,39714.0,"ar 3.6L V-6 DOHC, variable valve control, regular unleade",6.0,Gasoline,14.0,Automatic,Laredo,SUV,4.0,Bright White Clearcoat,Global Black,Four-wheel Drive,10.589459049346978
156,2024 Jeep Grand Cherokee Laredo,Jeep,Grand Cherokee,New,2024,37729.0,"ar 3.6L V-6 DOHC, variable valve control, regular unleade",6.0,Gasoline,10.0,Automatic,Laredo,SUV,4.0,Diamond Black Crystal Pearlcoat,Global Black,Four-wheel Drive,10.538184308498979
369,2024 Jeep Grand Cherokee Altitude,Jeep,Grand Cherokee,New,2024,47175.0,"ar 3.6L V-6 DOHC, variable valve control, regular unleade",6.0,Gasoline,0.0,Automatic,Altitude,SUV,4.0,PAS Baltic Grey Metallic Clear Coat,Global Black,Four-wheel Drive,10.761619370236751
470,2024 Jeep Grand Cherokee Limited,Jeep,Grand Cherokee,New,2024,47744.0,"ar 3.6L V-6 DOHC, variable valve control, regular unleade",6.0,Gasoline,12.0,Automatic,Limited,SUV,4.0,Baltic Gray Metallic Clearcoat,Global Black,Four-wheel Drive,10.773608683563433
502,2024 Jeep Grand Cherokee Altitude,Jeep,Grand Cherokee,New,2024,43585.0,"ar 3.6L V-6 DOHC, variable valve control, regular unleade",6.0,Gasoline,5.0,Automatic,Altitude,SUV,4.0,Baltic Gray Metallic Clearcoat,Global Black,Four-wheel Drive,10.682468333445676
507,2024 Jeep Grand Cherokee Limited,Jeep,Grand Cherokee,New,2024,47744.0,"ar 3.6L V-6 DOHC, variable valve control, regular unleade",6.0,Gasoline,9.0,Automatic,Limited,SUV,4.0,Midnight Sky,Global Black,Four-wheel Drive,10.773608683563433
583,2024 Jeep Grand Cherokee Laredo,Jeep,Grand Cherokee,New,2024,40925.0,"ar 3.6L V-6 DOHC, variable valve control, regular unleade",6.0,Gasoline,0.0,Automatic,Laredo,SUV,4.0,Silver Zynith,Global Black,Four-wheel Drive,10.619496402239335
587,2024 Jeep Grand Cherokee Summit,Jeep,Grand Cherokee,New,2024,65360.0,"ar 3.6L V-6 DOHC, variable valve control, regular unleade",6.0,Gasoline,0.0,Automatic,Summit,SUV,4.0,Diamond Black Crystal Pearlcoat,Tupelo/Black,Four-wheel Drive,11.087665729533885
1,2024 Jeep Grand Cherokee Laredo,Jeep,Grand Cherokee,New,2024,50170.0,OHV,6.0,Gasoline,1.0,8-Speed Automatic,Laredo,SUV,4.0,Metallic,Global Black,Four-wheel Drive,10.823172517478298
254,2024 Jeep Grand Cherokee Laredo,Jeep,Grand Cherokee,New,2024,44737.0,OHV,6.0,Gasoline,6.0,8-Speed Automatic,Laredo,SUV,4.0,Metallic,Global Black,Four-wheel Drive,10.708556178705596
397,2024 Jeep Grand Cherokee Laredo,Jeep,Grand Cherokee,New,2024,47530.0,OHV,6.0,Gasoline,5.0,8-Speed Automatic,Laredo,SUV,4.0,Diamond Black,Global Black,Four-wheel Drive,10.769116369608055
519,2024 Jeep Grand Cherokee Laredo,Jeep,Grand Cherokee,New,2024,47080.0,OHV,6.0,Gasoline,6.0,8-Speed Automatic,Laredo,SUV,4.0,Bright White Clearcoat,Black,Four-wheel Drive,10.759603561374213
551,2024 Jeep Grand Cherokee Laredo,Jeep,Grand Cherokee,New,2024,49075.0,OHV,6.0,Gasoline,1.0,8-Speed Automatic,Laredo,SUV,4.0,Bright White Clearcoat,Global Black,Four-wheel Drive,10.801105019144662
722,2024 Jeep Grand Cherokee Laredo,Jeep,Grand Cherokee,New,2024,40344.0,OHV,6.0,Gasoline,6.0,8-Speed Automatic,Laredo,SUV,4.0,Bright White Clearcoat,Black,Four-wheel Drive,10.605197963756561
806,2024 Jeep Grand Cherokee Laredo,Jeep,Grand Cherokee,New,2024,47030.0,OHV,6.0,Gasoline,5.0,8-Speed Automatic,Laredo,SUV,4.0,Silver Zynith,Global Black,Four-wheel Drive,10.758540974939093
807,2024 Jeep Grand Cherokee Laredo,Jeep,Grand Cherokee,New,2024,42425.0,OHV,6.0,Gasoline,5.0,8-Speed Automatic,Laredo,SUV,4.0,Silver Zynith,Black,Four-wheel Drive,10.655493090102427
809,2024 Jeep Grand Cherokee Laredo,Jeep,Grand Cherokee,New,2024,47352.5,OHV,6.0,Gasoline,10.0,8-Speed Automatic,Laredo,SUV,4.0,Silver Zynith,Global Black,Four-wheel Drive,10.765374895530897
150,2024 Jeep Grand Cherokee Limited,Jeep,Grand Cherokee,New,2024,52115.0,24V MPFI DOHC,6.0,Gasoline,13.0,8-Speed Automatic,Limited,SUV,4.0,Metallic,Beige / Black,Four-wheel Drive,10.861208094173422
229,2024 Jeep Grand Cherokee Limited,Jeep,Grand Cherokee,New,2024,52642.0,24V MPFI DOHC,6.0,Gasoline,6.0,8-Speed Automatic,Limited,SUV,4.0,Bright White Clearcoat,Global Black,Four-wheel Drive,10.87126955919842
346,2024 Jeep Grand Cherokee Limited,Jeep,Grand Cherokee,New,2024,50184.0,24V MPFI DOHC,6.0,Gasoline,6.0,8-Speed Automatic,Limited,SUV,4.0,Bright White Clearcoat,Global Black,Four-wheel Drive,10.823451529776579
354,2024 Jeep Grand Cherokee Limited,Jeep,Grand Cherokee,New,2024,53160.0,24V MPFI DOHC,6.0,Gasoline,6.0,8-Speed Automatic,Limited,SUV,4.0,Midnight Sky,Black,Four-wheel Drive,10.881061512827182
359,2024 Jeep Grand Cherokee Limited,Jeep,Grand Cherokee,New,2024,50702.0,24V MPFI DOHC,6.0,Gasoline,6.0,8-Speed Automatic,Limited,SUV,4.0,Metallic,Black,Four-wheel Drive,10.83372063653299
429,2024 Jeep Grand Cherokee Limited,Jeep,Grand Cherokee,New,2024,50184.0,24V MPFI DOHC,6.0,Gasoline,6.0,8-Speed Automatic,Limited,SUV,4.0,Bright White Clearcoat,Black,Four-wheel Drive,10.823451529776579
785,2024 Jeep Grand Cherokee Limited,Jeep,Grand Cherokee,New,2024,52810.0,24V MPFI DOHC,6.0,Gasoline,5.0,8-Speed Automatic,Limited,SUV,4.0,Midnight Sky,Global Black,Four-wheel Drive,10.874455845700979
856,2024 Jeep Grand Cherokee Limited,Jeep,Grand Cherokee,New,2024,44759.0,24V MPFI DOHC,6.0,Gasoline,6.0,8-Speed Automatic,Limited,SUV,4.0,Bright White Clearcoat,Global Black,Four-wheel Drive,10.70904782080006
916,2024 Jeep Grand Cherokee Limited,Jeep,Grand Cherokee,New,2024,49842.0,24V MPFI DOHC,6.0,Gasoline,8.0,8-Speed Automatic,Limited,SUV,4.0,Bright White Clearcoat,Beige / Black,Four-wheel Drive,10.816613281067127
445,2024 Jeep Gladiator Sport,Jeep,Gladiator,New,2024,46791.0,24V MPFI DOHC,6.0,Gasoline,12.0,Automatic,Sport,Pickup Truck,4.0,Black Clearcoat,Black,Four-wheel Drive,10.753446155719935
994,2024 Jeep Gladiator Sport,Jeep,Gladiator,New,2024,54620.0,24V MPFI DOHC,6.0,Gasoline,5.0,Automatic,Sport,Pickup Truck,4.0,Granite Crystal Clearcoat Metallic,Black,Four-wheel Drive,10.908155395027697
405,2024 Mercedes-Benz GLS 450 4MATIC,Mercedes-Benz,GLS 450,New,2024,98180.0,24V GDI DOHC Turbo,6.0,Gasoline,5.0,9-Speed Automatic,4MATIC,SUV,4.0,Polar White,Beige / Black,All-wheel Drive,11.494557807612043
697,2024 Mercedes-Benz GLS 450 4MATIC,Mercedes-Benz,GLS 450,New,2024,95230.0,24V GDI DOHC Turbo,6.0,Gasoline,8.0,9-Speed Automatic,4MATIC,SUV,4.0,Polar White,Macchiato Beige,All-wheel Drive,11.464050297188091
396,2024 Mercedes-Benz GLE 450 4MATIC,Mercedes-Benz,GLE 450,New,2024,85630.0,24V GDI DOHC Turbo,6.0,Gasoline,7.0,9-Speed Automatic,4MATIC,SUV,4.0,Black,Black,All-wheel Drive,11.357790968020238
748,2024 Mercedes-Benz GLE 450 4MATIC,Mercedes-Benz,GLE 450,New,2024,74290.0,24V GDI DOHC Turbo,6.0,Gasoline,6.0,9-Speed Automatic,4MATIC,SUV,4.0,Polar White,Black,All-wheel Drive,11.215731632145852
872,2024 Mercedes-Benz GLE 450 4MATIC,Mercedes-Benz,GLE 450,New,2024,75925.0,24V GDI DOHC Turbo,6.0,Gasoline,7.0,9-Speed Automatic,4MATIC,SUV,4.0,Polar White,Black,All-wheel Drive,11.237501289913949
858,2024 Mercedes-Benz GLA 250 Base 4MATIC,Mercedes-Benz,GLA 250,New,2024,53710.0,"gasoline direct injection, DOHC, variable valve control,",4.0,Gasoline,8.0,8 Speed Dual Clutch,Base 4MATIC,SUV,4.0,White,Black,All-wheel Drive,10.891354482899505
881,2024 Mercedes-Benz GLA 250 Base 4MATIC,Mercedes-Benz,GLA 250,New,2024,51725.0,16V GDI DOHC Turbo,4.0,Gasoline,7.0,8-Speed Automatic with Auto-Shift,Base 4MATIC,SUV,4.0,Midnight Black,Black,All-wheel Drive,10.853696502613744
374,2024 Nissan Frontier SV,Nissan,Frontier,New,2024,37946.0,24V GDI DOHC,6.0,Gasoline,9.0,9-Speed Automatic,SV,Pickup Truck,4.0,Glacier White,Charcoal,Rear-wheel Drive,10.543919375424078
980,2024 Kia Forte LXS,Kia,Forte,New,2024,21070.0,16V MPFI DOHC,4.0,Gasoline,8.0,Automatic CVT,LXS,Sedan,4.0,Steel Gray,Black,Front-wheel Drive,9.955605506798234
172,2024 Ford F-350 XL,Ford,F-350,New,2024,52263.0,"8 variable valve control, regular unleaded, engine with 4",8.0,Gasoline,10.0,10-Speed Automatic,XL,Pickup Truck,2.0,Race Red,Medium Earth Gray,Four-wheel Drive,10.86404394270827
7,2024 Ford F-350 Lariat Super Duty,Ford,F-350,New,2024,89978.0,32V DDI OHV Turbo Diesel,8.0,Diesel,15.0,10-Speed Automatic,Lariat Super Duty,Pickup Truck,4.0,Carbonized Gray Metallic,Black Onyx,Four-wheel Drive,11.407320474986545
282,2024 Ford F-350 Lariat Super Duty,Ford,F-350,New,2024,77885.0,16V MPFI OHV,8.0,Gasoline,105.0,10-Speed Automatic,Lariat Super Duty,Pickup Truck,4.0,Black,Black Onyx,Four-wheel Drive,11.262988658760706
668,2024 Ford F-150 STX,Ford,F-150,New,2024,45605.0,24V PDI DOHC Twin Turbo,6.0,Gasoline,8.0,Automatic,STX,Pickup Truck,4.0,Oxford White,Black,Four-wheel Drive,10.727772638614258
17,2024 Ford Explorer Timberline,Ford,Explorer,New,2024,53190.0,16V GDI DOHC Turbo,4.0,Gasoline,15.0,10-Speed Automatic,Timberline,SUV,4.0,Star White,Ebony,Four-wheel Drive,10.881625687736364
25,2024 Ford Explorer XLT,Ford,Explorer,New,2024,40940.0,16V GDI DOHC Turbo,4.0,Gasoline,7.0,10-Speed Automatic,XLT,SUV,4.0,Star White,Ebony,Rear-wheel Drive,10.61986285921528
545,2024 Ford Explorer XLT,Ford,Explorer,New,2024,40145.0,16V GDI DOHC Turbo,4.0,Gasoline,9.0,10-Speed Automatic,XLT,SUV,4.0,Carbonized Gray Metallic,Ebony,Rear-wheel Drive,10.600253178618784
605,2024 Ford Explorer XLT,Ford,Explorer,New,2024,40145.0,16V GDI DOHC Turbo,4.0,Gasoline,9.0,10-Speed Automatic,XLT,SUV,4.0,Iconic Silver Metallic,Ebony,Rear-wheel Drive,10.600253178618784
982,2024 Ford Explorer XLT,Ford,Explorer,New,2024,43685.0,16V GDI DOHC Turbo,4.0,Gasoline,8.0,10-Speed Automatic,XLT,SUV,4.0,Carbonized Gray Metallic,Ebony,Rear-wheel Drive,10.684760072732194
59,2024 Ford Expedition XLT,Ford,Expedition,New,2024,69955.0,24V PDI DOHC Twin Turbo,6.0,Gasoline,8.0,10-Speed Automatic,XLT,SUV,4.0,Silver,Black Onyx,Four-wheel Drive,11.155607457167386
305,2024 Ford Expedition Limited,Ford,Expedition,New,2024,90350.0,24V PDI DOHC Twin Turbo,6.0,Gasoline,89.0,10-Speed Automatic,Limited,SUV,4.0,Star White,Black Onyx,Four-wheel Drive,11.411446296020374
306,2024 Ford Expedition Timberline,Ford,Expedition,New,2024,83910.0,24V PDI DOHC Twin Turbo,6.0,Gasoline,65.0,10-Speed Automatic,Timberline,SUV,4.0,Green,Black Onyx,Four-wheel Drive,11.337500074864115
498,2024 Ford Expedition Platinum,Ford,Expedition,New,2024,88135.0,24V PDI DOHC Twin Turbo,6.0,Gasoline,6.0,10-Speed Automatic,Platinum,SUV,4.0,Black,Black Onyx,Four-wheel Drive,11.386625008854054
516,2024 Ford Expedition Limited,Ford,Expedition,New,2024,84190.0,24V PDI DOHC Twin Turbo,6.0,Gasoline,6.0,10-Speed Automatic,Limited,SUV,4.0,White,Black Onyx,Four-wheel Drive,11.34083142833171
845,2024 Ford Expedition XLT,Ford,Expedition,New,2024,70115.0,24V PDI DOHC Twin Turbo,6.0,Gasoline,8.0,10-Speed Automatic,XLT,SUV,4.0,Black,Black Onyx,Four-wheel Drive,11.15789203016075
860,2024 Ford Expedition King Ranch,Ford,Expedition,New,2024,86490.0,24V PDI DOHC Twin Turbo,6.0,Gasoline,6.0,10-Speed Automatic,King Ranch,SUV,4.0,Black,Java,Four-wheel Drive,11.367784079300558
934,2024 Ford Expedition Limited,Ford,Expedition,New,2024,80374.0,24V PDI DOHC Twin Turbo,6.0,Gasoline,13.0,10-Speed Automatic,Limited,SUV,4.0,Black,Black Onyx,Four-wheel Drive,11.294446019782896
949,2024 Ford Expedition XLT,Ford,Expedition,New,2024,72135.0,24V PDI DOHC Twin Turbo,6.0,Gasoline,7.0,10-Speed Automatic,XLT,SUV,4.0,Black,Black Onyx,Four-wheel Drive,11.186294642379872
188,2024 Ford Escape Active,Ford,Escape,New,2024,31985.0,"t 1.5L I-3 port/direct injection, DOHC, Ti-VCT variable v",3.0,Gasoline,2.0,8-Speed Automatic,Active,SUV,4.0,Carbonized Gray Metallic,Ebony Black,Front-wheel Drive,10.373022321884237
665,2024 Ford Escape Active,Ford,Escape,New,2024,36860.0,"t 1.5L I-3 port/direct injection, DOHC, Ti-VCT variable v",3.0,Gasoline,8.0,8-Speed A/T,Active,SUV,4.0,Vapor Blue Metallic,Ebony,All-wheel Drive,10.514882231223813
754,2024 Ford Escape Active,Ford,Escape,New,2024,33071.0,"t 1.5L I-3 port/direct injection, DOHC, Ti-VCT variable v",3.0,Gasoline,4.0,8-Speed Automatic,Active,SUV,4.0,Oxford White,Space Gray,All-wheel Drive,10.406412044405862
464,2024 Ford Escape ST-Line,Ford,Escape,New,2024,33590.0,der,4.0,Hybrid,0.0,CVT,ST-Line,SUV,4.0,Agate Black,Ebony W/Red Stitching,Front-wheel Drive,10.421983682606339
465,2024 Ford Escape S,Ford,Escape,New,2024,41765.0,der,4.0,Hybrid,0.0,CVT,S,SUV,4.0,Star White Metallic Tri-Coat,Ebony,Front-wheel Drive,10.639813947190007
574,2024 Ford Escape Active,Ford,Escape,New,2024,30278.0,der,3.0,Gasoline,0.0,8-Speed Shiftable Automatic,Active,SUV,4.0,Iconic Silver,Ebony,Front-wheel Drive,10.318176655171824
900,2024 Ford Escape Platinum,Ford,Escape,New,2024,38481.0,16V MPFI DOHC Hybrid,4.0,Hybrid,10.0,Automatic,Platinum,SUV,4.0,Agate Black Metallic,Ebony,All-wheel Drive,10.55791989196796
550,2024 Ford Escape ST-Line Elite,Ford,Escape,New,2024,40630.0,16V GDI DOHC Turbo,4.0,Gasoline,7.0,8-Speed Automatic,ST-Line Elite,SUV,4.0,Iconic Silver Metallic,Red,All-wheel Drive,10.612261988981773
270,2024 Ford Escape Active,Ford,Escape,New,2024,34799.0,12V PDI DOHC Turbo,3.0,Gasoline,3.0,8-Speed Automatic,Active,SUV,4.0,Carbonized Gray Metallic,Ebony,All-wheel Drive,10.457343929717506
575,2024 Ford Escape ST-Line,Ford,Escape,New,2024,34572.0,12V PDI DOHC Turbo,3.0,Gasoline,10.0,8-Speed Automatic,ST-Line,SUV,4.0,Star White,Ebony,All-wheel Drive,10.450799384872528
580,2024 Ford Escape ST-Line,Ford,Escape,New,2024,32138.0,12V PDI DOHC Turbo,3.0,Gasoline,10.0,8-Speed Automatic,ST-Line,SUV,4.0,Iconic Silver Metallic,Ebony,All-wheel Drive,10.377794409601698
924,2024 Ford Escape ST-Line,Ford,Escape,New,2024,30798.0,12V PDI DOHC Turbo,3.0,Gasoline,8.0,Automatic,ST-Line,SUV,4.0,Agate Black Metallic,Red,Front-wheel Drive,10.335205031788359
975,2024 Ford Escape Active,Ford,Escape,New,2024,29305.0,12V PDI DOHC Turbo,3.0,Gasoline,10.0,8-Speed Automatic,Active,SUV,4.0,Carbonized Gray Metallic,Ebony,Front-wheel Drive,10.28551342891053
610,2024 Chevrolet Equinox EV RS,Chevrolet,Equinox EV,New,2024,47495.0,"<dt>VIN</dt>
     3GN7DNRPXRS232327",0.0,Electric,0.0,Automatic,RS,SUV,4.0,Sterling Gray Metallic,Black,Front-wheel Drive,10.768379721324283
127,2024 Chevrolet Equinox LS,Chevrolet,Equinox,New,2024,25515.0,"4 gasoline direct injection, DOHC, variable valve control",4.0,Gasoline,8.0,6-Speed Automatic Electronic with Overdrive,LS,SUV,4.0,Summit White,Medium Ash Gray,Front-wheel Drive,10.147021793498071
265,2024 Chevrolet Equinox LS,Chevrolet,Equinox,New,2024,25515.0,"4 gasoline direct injection, DOHC, variable valve control",4.0,Gasoline,5.0,6-Speed Automatic Electronic with Overdrive,LS,SUV,4.0,Mosaic Black Metallic,Medium Ash Gray,Front-wheel Drive,10.147021793498071
316,2024 Chevrolet Equinox FWD RS,Chevrolet,Equinox,New,2024,31222.0,"4 gasoline direct injection, DOHC, variable valve control",4.0,Gasoline,2.0,6-Speed Automatic Electronic with Overdrive,FWD RS,SUV,4.0,Summit White,Jet Black With Red Accents,Front-wheel Drive,10.348878253516611
559,2024 Chevrolet Equinox 1LT,Chevrolet,Equinox,New,2024,30188.0,"4 gasoline direct injection, DOHC, variable valve control",4.0,Gasoline,3.0,6-Speed Automatic Electronic with Overdrive,1LT,SUV,4.0,Sterling Gray Metallic,Medium Ash Gray,Front-wheel Drive,10.315199773404759
578,2024 Chevrolet Equinox LS,Chevrolet,Equinox,New,2024,30955.0,"4 gasoline direct injection, DOHC, variable valve control",4.0,Gasoline,3.0,Automatic,LS,SUV,4.0,Summit White,Medium Ash Gray,All-wheel Drive,10.340289815953332
327,2024 Chevrolet Equinox 1LT,Chevrolet,Equinox,New,2024,30101.0,16V GDI DOHC Turbo,4.0,Gasoline,2.0,6-Speed Automatic,1LT,SUV,4.0,Summit White,Jet Black,All-wheel Drive,10.31231367277647
368,2024 Chevrolet Equinox LS,Chevrolet,Equinox,New,2024,31537.0,16V GDI DOHC Turbo,4.0,Gasoline,11.0,6-Speed Automatic,LS,SUV,4.0,Summit White,Medium Ash Gray,All-wheel Drive,10.35891673868174
375,2024 Chevrolet Equinox 1LT,Chevrolet,Equinox,New,2024,31301.0,16V GDI DOHC Turbo,4.0,Gasoline,2.0,6-Speed Automatic,1LT,SUV,4.0,Mosaic Black Metallic,Jet Black,All-wheel Drive,10.351405324899678
379,2024 Chevrolet Equinox RS,Chevrolet,Equinox,New,2024,32635.0,16V GDI DOHC Turbo,4.0,Gasoline,0.0,6-Speed Automatic,RS,SUV,4.0,Mosaic Black Metallic,Jet Black,Front-wheel Drive,10.393140611069319
